Customer,Date,Revenue
34,10/31/2017,399
34,11/30/2017,399
35,1/1/2015,0
35,2/28/2015,0
35,3/31/2015,0
35,4/30/2015,0
35,5/31/2015,0
35,6/30/2015,0
35,7/31/2015,0
35,8/31/2015,0
35,9/30/2015,0
35,10/31/2015,0
35,11/30/2015,0
35,12/31/2015,0
35,1/31/2016,0
35,2/29/2016,399
35,3/31/2016,399
35,4/30/2016,399
35,5/31/2016,399
35,6/30/2016,399
35,7/31/2016,399
35,8/31/2016,399
35,9/30/2016,399
35,10/31/2016,399
35,11/30/2016,399
35,12/31/2016,399
35,1/31/2017,399
35,2/28/2017,0
35,3/31/2017,0
35,4/30/2017,0
35,5/31/2017,0
35,6/30/2017,0
35,7/31/2017,0
35,8/31/2017,0
35,9/30/2017,0
35,10/31/2017,0
35,11/30/2017,0
36,1/1/2015,0
36,2/28/2015,0
36,3/31/2015,0
36,4/30/2015,0
36,5/31/2015,0
36,6/30/2015,0
36,7/31/2015,0
36,8/31/2015,0
36,9/30/2015,0
36,10/31/2015,0
36,11/30/2015,0
36,12/31/2015,0
36,1/31/2016,0
36,2/29/2016,29
36,3/31/2016,29
36,4/30/2016,29
36,5/31/2016,29
36,6/30/2016,29
36,7/31/2016,29
36,8/31/2016,29
36,9/30/2016,29
36,10/31/2016,29
36,11/30/2016,29
36,12/31/2016,29
36,1/31/2017,29
36,2/28/2017,29
36,3/31/2017,29
36,4/30/2017,29
36,5/31/2017,29
36,6/30/2017,29
36,7/31/2017,29
36,8/31/2017,29
36,9/30/2017,29
36,10/31/2017,29
36,11/30/2017,29
37,1/1/2015,0
37,2/28/2015,0
37,3/31/2015,0
37,4/30/2015,0
37,5/31/2015,0
37,6/30/2015,0
37,7/31/2015,0
37,8/31/2015,0
37,9/30/2015,0
37,10/31/2015,0
37,11/30/2015,0
37,12/31/2015,0
37,1/31/2016,0
37,2/29/2016,0
37,3/31/2016,29
37,4/30/2016,29
37,5/31/2016,29
37,6/30/2016,29
37,7/31/2016,29
37,8/31/2016,29
37,9/30/2016,29
37,10/31/2016,29
37,11/30/2016,29
37,12/31/2016,29
37,1/31/2017,29
37,2/28/2017,29
37,3/31/2017,29
37,4/30/2017,29
37,5/31/2017,29
37,6/30/2017,29
37,7/31/2017,29
37,8/31/2017,29
37,9/30/2017,29
37,10/31/2017,29
37,11/30/2017,29
38,1/1/2015,0
38,2/28/2015,0
38,3/31/2015,0
38,4/30/2015,0
38,5/31/2015,0
38,6/30/2015,0
38,7/31/2015,0
38,8/31/2015,0
38,9/30/2015,0
38,10/31/2015,0
38,11/30/2015,0
38,12/31/2015,0
38,1/31/2016,0
38,2/29/2016,0
38,3/31/2016,29
38,4/30/2016,29
38,5/31/2016,29
38,6/30/2016,29
38,7/31/2016,29
38,8/31/2016,29
38,9/30/2016,29
38,10/31/2016,29
38,11/30/2016,29
38,12/31/2016,29
38,1/31/2017,29
38,2/28/2017,29
38,3/31/2017,29
38,4/30/2017,29
38,5/31/2017,29
38,6/30/2017,29
38,7/31/2017,29
38,8/31/2017,29
38,9/30/2017,29
38,10/31/2017,29
38,11/30/2017,29
39,1/1/2015,0
39,2/28/2015,0
39,3/31/2015,0
39,4/30/2015,0
39,5/31/2015,0
39,6/30/2015,0
39,7/31/2015,0
39,8/31/2015,0
39,9/30/2015,0
39,10/31/2015,0
39,11/30/2015,0
39,12/31/2015,0
39,1/31/2016,0
39,2/29/2016,0
39,3/31/2016,0
39,4/30/2016,0
39,5/31/2016,216.666667
39,6/30/2016,216.666667
39,7/31/2016,216.666667
39,8/31/2016,216.666667
39,9/30/2016,216.666667
39,10/31/2016,216.666667
39,11/30/2016,216.666667
39,12/31/2016,216.666667
39,1/31/2017,216.666667
39,2/28/2017,216.666667
39,3/31/2017,216.666667
39,4/30/2017,216.666667
39,5/31/2017,216.666667
39,6/30/2017,216.666667
39,7/31/2017,216.666667
39,8/31/2017,216.666667
39,9/30/2017,216.666667
39,10/31/2017,216.666667
39,11/30/2017,216.666667
40,1/1/2015,0
40,2/28/2015,0
40,3/31/2015,0
40,4/30/2015,0
40,5/31/2015,0
40,6/30/2015,0
40,7/31/2015,0
40,8/31/2015,0
40,9/30/2015,0
40,10/31/2015,0
40,11/30/2015,0
40,12/31/2015,0
40,1/31/2016,0
40,2/29/2016,0
40,3/31/2016,26.5
40,4/30/2016,26.5
40,5/31/2016,26.5
40,6/30/2016,26.5
40,7/31/2016,26.5
40,8/31/2016,26.5
40,9/30/2016,26.5
40,10/31/2016,26.5
40,11/30/2016,26.5
40,12/31/2016,26.5
40,1/31/2017,26.5
40,2/28/2017,26.5
40,3/31/2017,26.5
40,4/30/2017,26.5
40,5/31/2017,26.5
40,6/30/2017,26.5
40,7/31/2017,26.5
40,8/31/2017,26.5
40,9/30/2017,26.5
40,10/31/2017,26.5
40,11/30/2017,26.5
41,1/1/2015,0
41,2/28/2015,0
41,3/31/2015,0
41,4/30/2015,0
41,5/31/2015,0
41,6/30/2015,0
41,7/31/2015,0
41,8/31/2015,0
41,9/30/2015,0
41,10/31/2015,0
41,11/30/2015,0
41,12/31/2015,0
41,1/31/2016,0
41,2/29/2016,0
41,3/31/2016,0
41,4/30/2016,1023.67
41,5/31/2016,1023.67
41,6/30/2016,1023.67
41,7/31/2016,1023.67
41,8/31/2016,1023.67
41,9/30/2016,1023.67
41,10/31/2016,2736.33
41,11/30/2016,6496.33
41,12/31/2016,3760
41,1/31/2017,3760
41,2/28/2017,3760
41,3/31/2017,3760
41,4/30/2017,3760
41,5/31/2017,4843.333333
41,6/30/2017,5301.666667
41,7/31/2017,5301.666667
41,8/31/2017,5301.666667
41,9/30/2017,5301.666667
41,10/31/2017,0
41,11/30/2017,5301.667
42,1/1/2015,0
42,2/28/2015,0
42,3/31/2015,0
42,4/30/2015,0
42,5/31/2015,0
42,6/30/2015,0
42,7/31/2015,0
42,8/31/2015,0
42,9/30/2015,0
42,10/31/2015,0
42,11/30/2015,0
42,12/31/2015,0
42,1/31/2016,0
42,2/29/2016,0
42,3/31/2016,0
42,4/30/2016,29
42,5/31/2016,29
42,6/30/2016,29
42,7/31/2016,29
42,8/31/2016,29
42,9/30/2016,29
42,10/31/2016,29
42,11/30/2016,29
42,12/31/2016,29
42,1/31/2017,29
42,2/28/2017,29
42,3/31/2017,29
42,4/30/2017,29
42,5/31/2017,29
42,6/30/2017,29
42,7/31/2017,29
42,8/31/2017,29
42,9/30/2017,29
42,10/31/2017,29
42,11/30/2017,29
43,1/1/2015,0
43,2/28/2015,0
43,3/31/2015,0
43,4/30/2015,0
43,5/31/2015,0
43,6/30/2015,0
43,7/31/2015,0
43,8/31/2015,0
43,9/30/2015,0
43,10/31/2015,0
43,11/30/2015,0
43,12/31/2015,0
43,1/31/2016,0
43,2/29/2016,0
43,3/31/2016,279.3
43,4/30/2016,279.3
43,5/31/2016,279.3
43,6/30/2016,279.3
43,7/31/2016,279.3
43,8/31/2016,279.3
43,9/30/2016,279.3
43,10/31/2016,279.3
43,11/30/2016,279.3
43,12/31/2016,279.3
43,1/31/2017,279.3
43,2/28/2017,279.3
43,3/31/2017,279.3
43,4/30/2017,279.3
43,5/31/2017,279.3
43,6/30/2017,279.3
43,7/31/2017,279.3
43,8/31/2017,279.3
43,9/30/2017,279.3
43,10/31/2017,279.3
43,11/30/2017,279.3
44,1/1/2015,0
44,2/28/2015,0
44,3/31/2015,0
44,4/30/2015,0
44,5/31/2015,0
44,6/30/2015,0
44,7/31/2015,0
44,8/31/2015,0
44,9/30/2015,0
44,10/31/2015,0
44,11/30/2015,0
44,12/31/2015,0
44,1/31/2016,0
44,2/29/2016,0
44,3/31/2016,0
44,4/30/2016,279.25
44,5/31/2016,279.25
44,6/30/2016,279.25
44,7/31/2016,279.25
44,8/31/2016,2730.75
44,9/30/2016,1505
44,10/31/2016,1505
44,11/30/2016,1505
44,12/31/2016,1505
44,1/31/2017,1505
44,2/28/2017,1505
44,3/31/2017,1505
44,4/30/2017,1505
44,5/31/2017,1505
44,6/30/2017,1505
44,7/31/2017,1505
44,8/31/2017,1505
44,9/30/2017,1505
44,10/31/2017,1505
44,11/30/2017,1505
45,1/1/2015,0
45,2/28/2015,0
45,3/31/2015,0
45,4/30/2015,0
45,5/31/2015,0
45,6/30/2015,0
45,7/31/2015,0
45,8/31/2015,0
45,9/30/2015,0
45,10/31/2015,0
45,11/30/2015,0
45,12/31/2015,0
45,1/31/2016,0
45,2/29/2016,0
45,3/31/2016,0
45,4/30/2016,0
45,5/31/2016,0
45,6/30/2016,0
45,7/31/2016,0
45,8/31/2016,0
45,9/30/2016,0
45,10/31/2016,0
45,11/30/2016,0
45,12/31/2016,530
45,1/31/2017,530
45,2/28/2017,530
45,3/31/2017,530
45,4/30/2017,530
45,5/31/2017,530
45,6/30/2017,530
45,7/31/2017,530
45,8/31/2017,530
45,9/30/2017,530
45,10/31/2017,530
45,11/30/2017,530
46,1/1/2015,0
46,2/28/2015,0
46,3/31/2015,0
46,4/30/2015,0
46,5/31/2015,0
46,6/30/2015,0
46,7/31/2015,0
46,8/31/2015,0
46,9/30/2015,0
46,10/31/2015,0
46,11/30/2015,0
46,12/31/2015,0
46,1/31/2016,0
46,2/29/2016,0
46,3/31/2016,0
46,4/30/2016,29
46,5/31/2016,29
46,6/30/2016,29
46,7/31/2016,29
46,8/31/2016,29
46,9/30/2016,29
46,10/31/2016,29
46,11/30/2016,29
46,12/31/2016,29
46,1/31/2017,29
46,2/28/2017,29
46,3/31/2017,29
46,4/30/2017,29
46,5/31/2017,29
46,6/30/2017,29
46,7/31/2017,29
46,8/31/2017,29
46,9/30/2017,29
46,10/31/2017,29
46,11/30/2017,29
47,1/1/2015,0
47,2/28/2015,0
47,3/31/2015,0
47,4/30/2015,0
47,5/31/2015,0
47,6/30/2015,0
47,7/31/2015,0
47,8/31/2015,0
47,9/30/2015,0
47,10/31/2015,0
47,11/30/2015,0
47,12/31/2015,0
47,1/31/2016,0
47,2/29/2016,0
47,3/31/2016,0
47,4/30/2016,0
47,5/31/2016,279.3
47,6/30/2016,279.3
47,7/31/2016,279.3
47,8/31/2016,279.3
47,9/30/2016,279.3
47,10/31/2016,279.3
47,11/30/2016,279.3
47,12/31/2016,279.3
47,1/31/2017,279.3
47,2/28/2017,279.3
47,3/31/2017,279.3
47,4/30/2017,279.3
47,5/31/2017,279.3
47,6/30/2017,279.3
47,7/31/2017,279.3
47,8/31/2017,279.3
47,9/30/2017,279.3
47,10/31/2017,279.3
47,11/30/2017,279.3
48,1/1/2015,0
48,2/28/2015,0
48,3/31/2015,0
48,4/30/2015,0
48,5/31/2015,0
48,6/30/2015,0
48,7/31/2015,0
48,8/31/2015,0
48,9/30/2015,0
48,10/31/2015,0
48,11/30/2015,0
48,12/31/2015,0
48,1/31/2016,0
48,2/29/2016,0
48,3/31/2016,0
48,4/30/2016,0
48,5/31/2016,749
48,6/30/2016,749
48,7/31/2016,749
48,8/31/2016,749
48,9/30/2016,749
48,10/31/2016,749
48,11/30/2016,749
48,12/31/2016,749
48,1/31/2017,749
48,2/28/2017,749
48,3/31/2017,749
48,4/30/2017,749
48,5/31/2017,1099
48,6/30/2017,1099
48,7/31/2017,1099
48,8/31/2017,1099
48,9/30/2017,1099
48,10/31/2017,1099
48,11/30/2017,1099
49,1/1/2015,0
49,2/28/2015,0
49,3/31/2015,0
49,4/30/2015,0
49,5/31/2015,0
49,6/30/2015,0
49,7/31/2015,0
49,8/31/2015,0
49,9/30/2015,0
49,10/31/2015,0
49,11/30/2015,0
49,12/31/2015,0
49,1/31/2016,0
49,2/29/2016,0
49,3/31/2016,0
49,4/30/2016,0
49,5/31/2016,245
49,6/30/2016,245
49,7/31/2016,245
49,8/31/2016,490
49,9/30/2016,490
49,10/31/2016,490
49,11/30/2016,490
49,12/31/2016,490
49,1/31/2017,490
49,2/28/2017,490
49,3/31/2017,490
49,4/30/2017,0
49,5/31/2017,0
49,6/30/2017,1960
49,7/31/2017,1960
49,8/31/2017,1960
49,9/30/2017,1960
49,10/31/2017,1960
49,11/30/2017,1960
50,1/1/2015,0
50,2/28/2015,0
50,3/31/2015,0
50,4/30/2015,0
50,5/31/2015,0
50,6/30/2015,0
50,7/31/2015,0
50,8/31/2015,0
50,9/30/2015,0
50,10/31/2015,0
50,11/30/2015,0
50,12/31/2015,0
50,1/31/2016,0
50,2/29/2016,0
50,3/31/2016,0
50,4/30/2016,0
50,5/31/2016,0
50,6/30/2016,0
50,7/31/2016,0
50,8/31/2016,0
50,9/30/2016,0
50,10/31/2016,0
50,11/30/2016,0
50,12/31/2016,0
50,1/31/2017,0
50,2/28/2017,0
50,3/31/2017,0
50,4/30/2017,0
50,5/31/2017,1750
50,6/30/2017,1750
50,7/31/2017,1750
50,8/31/2017,1750
50,9/30/2017,1750
50,10/31/2017,1750
50,11/30/2017,1750
51,1/1/2015,0
51,2/28/2015,0
51,3/31/2015,0
51,4/30/2015,0
51,5/31/2015,0
51,6/30/2015,0
51,7/31/2015,0
51,8/31/2015,0
51,9/30/2015,0
51,10/31/2015,0
51,11/30/2015,0
51,12/31/2015,0
51,1/31/2016,0
51,2/29/2016,0
51,3/31/2016,0
51,4/30/2016,0
51,5/31/2016,1341.083333
51,6/30/2016,1341.083333
51,7/31/2016,1341.083333
51,8/31/2016,1341.083333
51,9/30/2016,1341.083333
51,10/31/2016,1341.083333
51,11/30/2016,1341.083333
51,12/31/2016,1341.083333
51,1/31/2017,1835.833333
51,2/28/2017,1835.833333
51,3/31/2017,1835.833333
51,4/30/2017,0
51,5/31/2017,2241.01
51,6/30/2017,2241.01
51,7/31/2017,2241.01
51,8/31/2017,2241.01
51,9/30/2017,2241.01
51,10/31/2017,2241.01
51,11/30/2017,2241.01
52,1/1/2015,0
52,2/28/2015,0
52,3/31/2015,0
52,4/30/2015,0
52,5/31/2015,0
52,6/30/2015,0
52,7/31/2015,0
52,8/31/2015,0
52,9/30/2015,0
52,10/31/2015,0
52,11/30/2015,0
52,12/31/2015,0
52,1/31/2016,0
52,2/29/2016,0
52,3/31/2016,0
52,4/30/2016,0
52,5/31/2016,255.6925
52,6/30/2016,255.6925
52,7/31/2016,255.6925
52,8/31/2016,255.6925
52,9/30/2016,255.6925
52,10/31/2016,255.6925
52,11/30/2016,255.6925
52,12/31/2016,255.6925
52,1/31/2017,255.6925
52,2/28/2017,255.6925
52,3/31/2017,255.6925
52,4/30/2017,255.6925
52,5/31/2017,255.6925
52,6/30/2017,255.6925
52,7/31/2017,255.6925
52,8/31/2017,255.6925
52,9/30/2017,255.6925
52,10/31/2017,255.6925
52,11/30/2017,255.6925
53,1/1/2015,0
53,2/28/2015,0
53,3/31/2015,0
53,4/30/2015,0
53,5/31/2015,0
53,6/30/2015,0
53,7/31/2015,0
53,8/31/2015,0
53,9/30/2015,0
53,10/31/2015,0
53,11/30/2015,0
53,12/31/2015,0
53,1/31/2016,0
53,2/29/2016,0
53,3/31/2016,0
53,4/30/2016,0
53,5/31/2016,29
53,6/30/2016,29
53,7/31/2016,29
53,8/31/2016,29
53,9/30/2016,29
53,10/31/2016,29
53,11/30/2016,29
53,12/31/2016,29
53,1/31/2017,29
53,2/28/2017,29
53,3/31/2017,29
53,4/30/2017,0
53,5/31/2017,0
53,6/30/2017,0
53,7/31/2017,0
53,8/31/2017,0
53,9/30/2017,0
53,10/31/2017,0
53,11/30/2017,0
54,1/1/2015,0
54,2/28/2015,0
54,3/31/2015,0
54,4/30/2015,0
54,5/31/2015,0
54,6/30/2015,0
54,7/31/2015,0
54,8/31/2015,0
54,9/30/2015,0
54,10/31/2015,0
54,11/30/2015,0
54,12/31/2015,0
54,1/31/2016,0
54,2/29/2016,0
54,3/31/2016,0
54,4/30/2016,0
54,5/31/2016,24.25
54,6/30/2016,24.25
54,7/31/2016,24.25
54,8/31/2016,24.25
54,9/30/2016,24.25
54,10/31/2016,24.25
54,11/30/2016,24.25
54,12/31/2016,24.25
54,1/31/2017,24.25
54,2/28/2017,24.25
54,3/31/2017,24.25
54,4/30/2017,24.25
54,5/31/2017,24.25
54,6/30/2017,24.25
54,7/31/2017,24.25
54,8/31/2017,24.25
54,9/30/2017,24.25
54,10/31/2017,24.25
54,11/30/2017,24.25
55,1/1/2015,0
55,2/28/2015,0
55,3/31/2015,0
55,4/30/2015,0
55,5/31/2015,0
55,6/30/2015,0
55,7/31/2015,0
55,8/31/2015,0
55,9/30/2015,0
55,10/31/2015,0
55,11/30/2015,0
55,12/31/2015,0
55,1/31/2016,0
55,2/29/2016,0
55,3/31/2016,0
55,4/30/2016,0
55,5/31/2016,29
55,6/30/2016,29
55,7/31/2016,29
55,8/31/2016,29
55,9/30/2016,29
55,10/31/2016,29
55,11/30/2016,29
55,12/31/2016,29
55,1/31/2017,29
55,2/28/2017,29
55,3/31/2017,29
55,4/30/2017,29
55,5/31/2017,29
55,6/30/2017,29
55,7/31/2017,29
55,8/31/2017,29
55,9/30/2017,29
55,10/31/2017,29
55,11/30/2017,29
56,1/1/2015,0
56,2/28/2015,0
56,3/31/2015,0
56,4/30/2015,0
56,5/31/2015,0
56,6/30/2015,0
56,7/31/2015,0
56,8/31/2015,0
56,9/30/2015,0
56,10/31/2015,0
56,11/30/2015,0
56,12/31/2015,0
56,1/31/2016,0
56,2/29/2016,0
56,3/31/2016,0
56,4/30/2016,0
56,5/31/2016,0
56,6/30/2016,0
56,7/31/2016,399
56,8/31/2016,399
56,9/30/2016,399
56,10/31/2016,1200
56,11/30/2016,1200
56,12/31/2016,1200
56,1/31/2017,1200
56,2/28/2017,1200
56,3/31/2017,1200
56,4/30/2017,1200
56,5/31/2017,1200
56,6/30/2017,1200
56,7/31/2017,1200
56,8/31/2017,1200
56,9/30/2017,1200
56,10/31/2017,1200
56,11/30/2017,1200
57,1/1/2015,0
57,2/28/2015,0
57,3/31/2015,0
57,4/30/2015,0
57,5/31/2015,0
57,6/30/2015,0
57,7/31/2015,0
57,8/31/2015,0
57,9/30/2015,0
57,10/31/2015,0
57,11/30/2015,0
57,12/31/2015,0
57,1/31/2016,0
57,2/29/2016,0
57,3/31/2016,0
57,4/30/2016,0
57,5/31/2016,26
57,6/30/2016,26
57,7/31/2016,26
57,8/31/2016,26
57,9/30/2016,26
57,10/31/2016,26
57,11/30/2016,26
57,12/31/2016,26
57,1/31/2017,26
57,2/28/2017,26
57,3/31/2017,26
57,4/30/2017,26
57,5/31/2017,26
57,6/30/2017,26
57,7/31/2017,26
57,8/31/2017,26
57,9/30/2017,26
57,10/31/2017,26
57,11/30/2017,26
58,1/1/2015,0
58,2/28/2015,0
58,3/31/2015,0
58,4/30/2015,0
58,5/31/2015,0
58,6/30/2015,0
58,7/31/2015,0
58,8/31/2015,0
58,9/30/2015,0
58,10/31/2015,0
58,11/30/2015,0
58,12/31/2015,0
58,1/31/2016,0
58,2/29/2016,0
58,3/31/2016,0
58,4/30/2016,0
58,5/31/2016,0
58,6/30/2016,400.5
58,7/31/2016,400.5
58,8/31/2016,400.5
58,9/30/2016,400.5
58,10/31/2016,400.5
58,11/30/2016,400.5
58,12/31/2016,400.5
58,1/31/2017,400.5
58,2/28/2017,400.5
58,3/31/2017,400.5
58,4/30/2017,400.5
58,5/31/2017,0
58,6/30/2017,0
58,7/31/2017,0
58,8/31/2017,0
58,9/30/2017,0
58,10/31/2017,0
58,11/30/2017,0
59,1/1/2015,0
59,2/28/2015,0
59,3/31/2015,0
59,4/30/2015,0
59,5/31/2015,0
59,6/30/2015,0
59,7/31/2015,0
59,8/31/2015,0
59,9/30/2015,0
59,10/31/2015,0
59,11/30/2015,0
59,12/31/2015,0
59,1/31/2016,0
59,2/29/2016,0
59,3/31/2016,0
59,4/30/2016,0
59,5/31/2016,0
59,6/30/2016,358.333333
59,7/31/2016,358.333333
59,8/31/2016,358.333333
59,9/30/2016,358.333333
59,10/31/2016,358.333333
59,11/30/2016,358.333333
59,12/31/2016,358.333333
59,1/31/2017,358.333333
59,2/28/2017,358.333333
59,3/31/2017,358.333333
59,4/30/2017,358.333333
59,5/31/2017,358.333333
59,6/30/2017,358.333333
59,7/31/2017,358.333333
59,8/31/2017,358.333333
59,9/30/2017,358.333333
59,10/31/2017,358.333333
59,11/30/2017,358.333333
60,1/1/2015,0
60,2/28/2015,0
60,3/31/2015,0
60,4/30/2015,0
60,5/31/2015,0
60,6/30/2015,0
60,7/31/2015,0
60,8/31/2015,0
60,9/30/2015,0
60,10/31/2015,0
60,11/30/2015,0
60,12/31/2015,0
60,1/31/2016,0
60,2/29/2016,0
60,3/31/2016,0
60,4/30/2016,0
60,5/31/2016,0
60,6/30/2016,33.167
60,7/31/2016,33.167
60,8/31/2016,33.167
60,9/30/2016,33.167
60,10/31/2016,33.167
60,11/30/2016,33.167
60,12/31/2016,33.167
60,1/31/2017,33.167
60,2/28/2017,33.167
60,3/31/2017,33.167
60,4/30/2017,33.167
60,5/31/2017,33.167
60,6/30/2017,33.167
60,7/31/2017,33.167
60,8/31/2017,33.167
60,9/30/2017,33.167
60,10/31/2017,33.167
60,11/30/2017,33.167
61,1/1/2015,0
61,2/28/2015,0
61,3/31/2015,0
61,4/30/2015,0
61,5/31/2015,0
61,6/30/2015,0
61,7/31/2015,0
61,8/31/2015,0
61,9/30/2015,0
61,10/31/2015,0
61,11/30/2015,0
61,12/31/2015,0
61,1/31/2016,0
61,2/29/2016,0
61,3/31/2016,0
61,4/30/2016,0
61,5/31/2016,0
61,6/30/2016,0
61,7/31/2016,0
61,8/31/2016,0
61,9/30/2016,0
61,10/31/2016,0
61,11/30/2016,0
61,12/31/2016,0
61,1/31/2017,0
61,2/28/2017,1979.666667
61,3/31/2017,1979.666667
61,4/30/2017,1979.666667
61,5/31/2017,1979.666667
61,6/30/2017,1979.666667
61,7/31/2017,1979.666667
61,8/31/2017,1979.666667
61,9/30/2017,1979.666667
61,10/31/2017,1979.666667
61,11/30/2017,1979.666667
62,1/1/2015,0
62,2/28/2015,0
62,3/31/2015,0
62,4/30/2015,0
62,5/31/2015,0
62,6/30/2015,0
62,7/31/2015,0
62,8/31/2015,0
62,9/30/2015,0
62,10/31/2015,0
62,11/30/2015,0
62,12/31/2015,0
62,1/31/2016,0
62,2/29/2016,0
62,3/31/2016,0
62,4/30/2016,0
62,5/31/2016,0
62,6/30/2016,0
62,7/31/2016,549
62,8/31/2016,549
62,9/30/2016,549
62,10/31/2016,549
62,11/30/2016,549
62,12/31/2016,549
62,1/31/2017,549
62,2/28/2017,549
62,3/31/2017,549
62,4/30/2017,549
62,5/31/2017,1165.667
62,6/30/2017,1867.667
62,7/31/2017,1516.667
62,8/31/2017,1516.667
62,9/30/2017,1516.667
62,10/31/2017,1516.667
62,11/30/2017,1516.667
63,1/1/2015,0
63,2/28/2015,0
63,3/31/2015,0
63,4/30/2015,0
63,5/31/2015,0
63,6/30/2015,0
63,7/31/2015,0
63,8/31/2015,0
63,9/30/2015,0
63,10/31/2015,0
63,11/30/2015,0
63,12/31/2015,0
63,1/31/2016,0
63,2/29/2016,0
63,3/31/2016,0
63,4/30/2016,0
63,5/31/2016,0
63,6/30/2016,29
63,7/31/2016,29
63,8/31/2016,29
63,9/30/2016,29
63,10/31/2016,29
63,11/30/2016,29
63,12/31/2016,29
63,1/31/2017,29
63,2/28/2017,29
63,3/31/2017,29
63,4/30/2017,29
63,5/31/2017,29
63,6/30/2017,29
63,7/31/2017,29
63,8/31/2017,29
63,9/30/2017,29
63,10/31/2017,29
63,11/30/2017,29
64,1/1/2015,0
64,2/28/2015,0
64,3/31/2015,0
64,4/30/2015,0
64,5/31/2015,0
64,6/30/2015,0
64,7/31/2015,0
64,8/31/2015,0
64,9/30/2015,0
64,10/31/2015,0
64,11/30/2015,0
64,12/31/2015,0
64,1/31/2016,0
64,2/29/2016,0
64,3/31/2016,0
64,4/30/2016,0
64,5/31/2016,0
64,6/30/2016,0
64,7/31/2016,239.4
64,8/31/2016,239.4
64,9/30/2016,239.4
64,10/31/2016,239.4
64,11/30/2016,239.4
64,12/31/2016,239.4
64,1/31/2017,239.4
64,2/28/2017,239.4
64,3/31/2017,239.4
64,4/30/2017,239.4
64,5/31/2017,239.4
64,6/30/2017,239.4
64,7/31/2017,0
64,8/31/2017,0
64,9/30/2017,0
64,10/31/2017,0
64,11/30/2017,0
65,1/1/2015,0
65,2/28/2015,0
65,3/31/2015,0
65,4/30/2015,0
65,5/31/2015,0
65,6/30/2015,0
65,7/31/2015,0
65,8/31/2015,0
65,9/30/2015,0
65,10/31/2015,0
65,11/30/2015,0
65,12/31/2015,0
65,1/31/2016,0
65,2/29/2016,0
65,3/31/2016,0
65,4/30/2016,0
65,5/31/2016,0
65,6/30/2016,666.666667
65,7/31/2016,666.666667
65,8/31/2016,666.666667
65,9/30/2016,666.666667
65,10/31/2016,666.666667
65,11/30/2016,666.666667
65,12/31/2016,666.666667
65,1/31/2017,666.666667
65,2/28/2017,666.666667
65,3/31/2017,666.666667
65,4/30/2017,666.666667
65,5/31/2017,666.666667
65,6/30/2017,666.666667
65,7/31/2017,666.666667
65,8/31/2017,666.666667
65,9/30/2017,666.666667
65,10/31/2017,666.666667
65,11/30/2017,666.666667
66,1/1/2015,0
66,2/28/2015,0
66,3/31/2015,0
66,4/30/2015,0
66,5/31/2015,0
66,6/30/2015,0
66,7/31/2015,0
66,8/31/2015,0
66,9/30/2015,0
66,10/31/2015,0
66,11/30/2015,0
66,12/31/2015,0
66,1/31/2016,0
66,2/29/2016,0
66,3/31/2016,0
66,4/30/2016,0
66,5/31/2016,0
66,6/30/2016,360.25
66,7/31/2016,360.25
66,8/31/2016,360.25
66,9/30/2016,360.25
66,10/31/2016,360.25
66,11/30/2016,360.25
66,12/31/2016,360.25
66,1/31/2017,360.25
66,2/28/2017,360.25
66,3/31/2017,360.25
66,4/30/2017,360.25
66,5/31/2017,360.25
66,6/30/2017,360.25
66,7/31/2017,360.25
66,8/31/2017,360.25
66,9/30/2017,360.25
66,10/31/2017,360.25
66,11/30/2017,360.25
67,1/1/2015,0
67,2/28/2015,0
67,3/31/2015,0
67,4/30/2015,0
67,5/31/2015,0
67,6/30/2015,0
67,7/31/2015,0
67,8/31/2015,0
67,9/30/2015,0
67,10/31/2015,0
67,11/30/2015,0
67,12/31/2015,0
67,1/31/2016,0
67,2/29/2016,0
67,3/31/2016,0
67,4/30/2016,0
67,5/31/2016,0
67,6/30/2016,26.19
67,7/31/2016,26.19
67,8/31/2016,26.19
67,9/30/2016,26.19
67,10/31/2016,53.35
67,11/30/2016,53.35
67,12/31/2016,53.35
67,1/31/2017,53.35
67,2/28/2017,53.35
67,3/31/2017,53.35
67,4/30/2017,53.35
67,5/31/2017,53.35
67,6/30/2017,53.82
67,7/31/2017,0
67,8/31/2017,0
67,9/30/2017,0
67,10/31/2017,0
67,11/30/2017,0
68,1/1/2015,0
68,2/28/2015,0
68,3/31/2015,0
68,4/30/2015,0
68,5/31/2015,0
68,6/30/2015,0
68,7/31/2015,0
68,8/31/2015,0
68,9/30/2015,0
68,10/31/2015,0
68,11/30/2015,0
68,12/31/2015,0
68,1/31/2016,0
68,2/29/2016,0
68,3/31/2016,0
68,4/30/2016,0
68,5/31/2016,0
68,6/30/2016,199
68,7/31/2016,199
68,8/31/2016,199
68,9/30/2016,199
68,10/31/2016,199
68,11/30/2016,199
68,12/31/2016,199
68,1/31/2017,199
68,2/28/2017,199
68,3/31/2017,199
68,4/30/2017,199
68,5/31/2017,199
68,6/30/2017,199
68,7/31/2017,199
68,8/31/2017,199
68,9/30/2017,199
68,10/31/2017,199
68,11/30/2017,199
69,1/1/2015,0
69,2/28/2015,0
69,3/31/2015,0
69,4/30/2015,0
69,5/31/2015,0
69,6/30/2015,0
69,7/31/2015,0
69,8/31/2015,0
69,9/30/2015,0
69,10/31/2015,0
